#,Title,Artist,Album,Source,Duration,Acousticness,Artist Country,Danceability,Energy,Explicit,Liveness,Genres,Popularity,Speechiness
1185,A NINGÚN HOMBRE - Cap.11: Poder,ROSALÍA,El Mal Querer,My Saved Tracks,1:34,0.942,ES,0.555,0.149,No,0.135,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",55,0.041
1186,Shiny Soul,Fuel Fandango,Fuel Fandango,My Saved Tracks,5:15,0.061,ES,0.784,0.642,No,0.295,—,34,0.030
1187,Talking,Fuel Fandango,Fuel Fandango,My Saved Tracks,4:05,0.017,ES,0.618,0.733,No,0.132,—,17,0.042
1188,The Engine,Fuel Fandango,Fuel Fandango,My Saved Tracks,5:26,0.019,ES,0.711,0.557,No,0.126,—,17,0.027
1189,Monkey,Fuel Fandango,Fuel Fandango,My Saved Tracks,4:16,0.180,ES,0.782,0.530,No,0.072,—,13,0.043
1190,No Sense - Pt. I,Fuel Fandango,Fuel Fandango,My Saved Tracks,4:52,0.275,ES,0.754,0.614,No,0.167,—,15,0.033
1191,No Sense - Pt. II,Fuel Fandango,Fuel Fandango,My Saved Tracks,2:38,0.129,ES,0.773,0.638,No,0.388,—,10,0.041
1192,Uh Uh,Fuel Fandango,Fuel Fandango,My Saved Tracks,4:30,0.004,ES,0.786,0.612,No,0.077,—,12,0.032
1193,I Say No,Fuel Fandango,Fuel Fandango,My Saved Tracks,4:44,0.006,ES,0.742,0.581,No,0.249,—,11,0.035
1194,Hype,Fuel Fandango,Fuel Fandango,My Saved Tracks,3:37,0.000,ES,0.745,0.707,No,0.311,—,11,0.032
1195,Just,Fuel Fandango,Fuel Fandango,My Saved Tracks,3:50,0.003,ES,0.645,0.819,No,0.380,—,17,0.030
1196,Always Searching,Fuel Fandango,Fuel Fandango,My Saved Tracks,6:35,0.001,ES,0.710,0.703,No,0.314,—,27,0.037
1197,Lifetime,Fuel Fandango,Fuel Fandango,My Saved Tracks,4:50,0.674,ES,0.655,0.456,No,0.079,—,10,0.043
1198,Mi Realidad,Lori Meyers,Cuando El Destino Nos Alcance,My Saved Tracks,3:11,0.001,ES,0.574,0.734,No,0.183,indie pop,0,0.029
1199,Tripas,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:27,0.573,,0.759,0.606,No,0.135,—,24,0.041
1200,Luz Batida,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,2:33,0.450,,0.861,0.409,No,0.111,—,12,0.085
1201,Ratones,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:05,0.680,,0.837,0.644,No,0.111,—,20,0.123
1202,Estando Contigo,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,2:26,0.396,,0.756,0.574,No,0.070,—,31,0.058
1203,La Más Bella,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,4:16,0.485,,0.552,0.611,No,0.146,—,15,0.042
1204,Adan y Eva,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:26,0.269,,0.893,0.515,No,0.085,—,19,0.233
1205,Alma de Cartón,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:08,0.736,,0.693,0.711,No,0.154,—,19,0.129
1206,Pelotas Pa' Fuera,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:10,0.728,,0.868,0.653,No,0.090,—,17,0.053
1207,Te Quiero,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:53,0.221,,0.684,0.563,No,0.062,—,12,0.103
1208,Que Te Vaya Bien,El Niño de la Hipoteca,Gratis Hits,My Saved Tracks,3:10,0.524,,0.843,0.624,No,0.096,—,18,0.078
1209,Real Good Hands,Gregory Porter,Be Good,My Saved Tracks,4:50,0.817,US,0.613,0.368,No,0.520,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",0,0.255
1210,A Quien Corresponda,Joan Manuel Serrat,En Transito,My Saved Tracks,5:39,0.850,ES,0.430,0.356,No,0.111,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",36,0.036
1211,A Usted,Joan Manuel Serrat,En Transito,My Saved Tracks,3:13,0.692,ES,0.443,0.486,No,0.066,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",40,0.121
1212,Porque la Queria,Joan Manuel Serrat,En Transito,My Saved Tracks,3:37,0.783,ES,0.320,0.319,No,0.096,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",40,0.034
1213,Una de Piratas,Joan Manuel Serrat,En Transito,My Saved Tracks,6:09,0.675,ES,0.651,0.464,No,0.085,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",37,0.032
1214,Las Malas Compañias,Joan Manuel Serrat,En Transito,My Saved Tracks,3:51,0.332,ES,0.499,0.706,No,0.112,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",29,0.047
1215,Esos Locos Bajitos,Joan Manuel Serrat,En Transito,My Saved Tracks,4:14,0.789,ES,0.379,0.320,No,0.118,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",47,0.041
1216,Uno de Mi Calle Me Ha Dicho Que Tiene un Amigo Que Dice Conocer un Tipo Que un Dia Fue Feliz,Joan Manuel Serrat,En Transito,My Saved Tracks,3:52,0.603,ES,0.592,0.640,No,0.306,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",25,0.132
1217,No Hago Otra Cosa Que Pensar en Ti,Joan Manuel Serrat,En Transito,My Saved Tracks,3:18,0.636,ES,0.527,0.318,No,0.101,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",41,0.031
1218,Hoy Puede Ser un Gran Día,Joan Manuel Serrat,En Transito,My Saved Tracks,2:09,0.461,ES,0.634,0.790,No,0.328,"singer-songwriter, contemporary folk, nueva canción, nueva canción española, nova cançó",53,0.202
1219,Green Light,Lorde,Melodrama,My Saved Tracks,3:54,0.021,NZ,0.594,0.721,No,0.088,"pop, indie pop, alternative pop, synth-pop, art pop, singer-songwriter, folk pop, dance-pop, alternative rock, indietronica",0,0.096
1220,Liability,Lorde,Melodrama,My Saved Tracks,2:51,0.920,NZ,0.587,0.229,No,0.100,"pop, indie pop, alternative pop, synth-pop, art pop, singer-songwriter, folk pop, dance-pop, alternative rock, indietronica",0,0.128
1221,Writer In The Dark,Lorde,Melodrama,My Saved Tracks,3:36,0.730,NZ,0.325,0.271,No,0.301,"pop, indie pop, alternative pop, synth-pop, art pop, singer-songwriter, folk pop, dance-pop, alternative rock, indietronica",0,0.042
1222,Supercut,Lorde,Melodrama,My Saved Tracks,4:37,0.219,NZ,0.562,0.437,No,0.081,"pop, indie pop, alternative pop, synth-pop, art pop, singer-songwriter, folk pop, dance-pop, alternative rock, indietronica",0,0.052
1223,Invencible,ChocQuibTown,Sin Miedo,My Saved Tracks,3:56,0.077,CO,0.658,0.862,No,0.123,"latin, reggaeton, latin pop, hip hop",40,0.044
1224,Eso Va,ChocQuibTown,Sin Miedo,My Saved Tracks,3:05,0.029,CO,0.750,0.897,No,0.351,"latin, reggaeton, latin pop, hip hop",17,0.047
1225,Sin Miedo,ChocQuibTown,Sin Miedo,My Saved Tracks,3:47,0.054,CO,0.748,0.838,No,0.179,"latin, reggaeton, latin pop, hip hop",33,0.093
1226,Somos los Prietos (feat. Alexis Play),ChocQuibTown,Sin Miedo,My Saved Tracks,3:42,0.176,CO,0.589,0.761,No,0.044,"latin, reggaeton, latin pop, hip hop",29,0.197
1227,Dame Luz,ChocQuibTown,Sin Miedo,My Saved Tracks,3:28,0.193,CO,0.759,0.911,No,0.145,"latin, reggaeton, latin pop, hip hop",12,0.097
1228,Ay Dios (feat. Carlos Vives),ChocQuibTown,Sin Miedo,My Saved Tracks,3:22,0.160,CO,0.754,0.922,No,0.138,"latin, reggaeton, latin pop, hip hop",29,0.056
1229,Si Supiera Que Iba Mal,ChocQuibTown,Sin Miedo,My Saved Tracks,3:50,0.061,CO,0.754,0.856,No,0.293,"latin, reggaeton, latin pop, hip hop",16,0.096
1230,De Ti Enamorado,ChocQuibTown,Sin Miedo,My Saved Tracks,3:49,0.385,CO,0.771,0.940,No,0.151,"latin, reggaeton, latin pop, hip hop",33,0.082
1231,Sencillo,ChocQuibTown,Sin Miedo,My Saved Tracks,3:18,0.042,CO,0.708,0.823,No,0.276,"latin, reggaeton, latin pop, hip hop",14,0.196
1232,Contigo,ChocQuibTown,Sin Miedo,My Saved Tracks,3:47,0.472,CO,0.643,0.560,No,0.114,"latin, reggaeton, latin pop, hip hop",27,0.346
1233,Angelito,ChocQuibTown,Sin Miedo,My Saved Tracks,4:03,0.098,CO,0.435,0.929,No,0.144,"latin, reggaeton, latin pop, hip hop",15,0.456
1234,Viernes,ChocQuibTown,Sin Miedo,My Saved Tracks,3:36,0.014,CO,0.664,0.676,No,0.110,"latin, reggaeton, latin pop, hip hop",17,0.212
1235,Dinero No Hay (feat. Wisin),ChocQuibTown,Sin Miedo,My Saved Tracks,4:22,0.154,CO,0.690,0.844,No,0.540,"latin, reggaeton, latin pop, hip hop",19,0.267
1236,Autoterapia,IZAL,Autoterapia,My Saved Tracks,4:37,0.034,ES,0.473,0.883,No,0.291,—,0,0.121
1237,El Pozo,IZAL,Autoterapia,My Saved Tracks,3:55,0.242,ES,0.634,0.812,No,0.363,—,3,0.068
1238,Ruido Blanco,IZAL,Autoterapia,My Saved Tracks,3:02,0.078,ES,0.439,0.905,No,0.119,—,0,0.082
1239,Bill Murray,IZAL,Autoterapia,My Saved Tracks,5:40,0.173,ES,0.550,0.697,No,0.076,—,1,0.038
1240,Pausa,IZAL,Autoterapia,My Saved Tracks,2:52,0.862,ES,0.503,0.311,No,0.097,—,4,0.028
1241,Santa Paz,IZAL,Autoterapia,My Saved Tracks,2:43,0.397,ES,0.531,0.918,No,0.053,—,0,0.082
1242,Canción para Nadie,IZAL,Autoterapia,My Saved Tracks,3:26,0.690,ES,0.476,0.832,No,0.192,—,0,0.104
1243,La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,IZAL,Autoterapia,My Saved Tracks,4:49,0.076,ES,0.548,0.838,No,0.327,—,3,0.161
1244,El Temblor,IZAL,Autoterapia,My Saved Tracks,4:27,0.119,ES,0.464,0.787,No,0.175,—,0,0.066
1245,Temas Amables,IZAL,Autoterapia,My Saved Tracks,3:49,0.203,ES,0.593,0.746,No,0.059,—,0,0.044
1246,Variables,IZAL,Autoterapia,My Saved Tracks,2:23,0.335,ES,0.433,0.581,No,0.088,—,0,0.039
1247,Adán y Eva - Acoustic,El Niño de la Hipoteca,Lo Que Hicimos en Youtube Pero Bien Grabao,My Saved Tracks,3:23,0.377,,0.874,0.516,No,0.097,—,31,0.161
1248,Jesucristo García - Acoustic,El Niño de la Hipoteca,Lo Que Hicimos en Youtube Pero Bien Grabao,My Saved Tracks,4:10,0.698,,0.631,0.501,No,0.102,—,35,0.154
1249,Redemption Song - Acoustic,El Niño de la Hipoteca,Lo Que Hicimos en Youtube Pero Bien Grabao,My Saved Tracks,3:19,0.657,,0.568,0.402,No,0.289,—,17,0.051
1250,Sentarse a Mirar - Acoustic,El Niño de la Hipoteca,Lo Que Hicimos en Youtube Pero Bien Grabao,My Saved Tracks,2:32,0.539,,0.765,0.513,No,0.083,—,25,0.044
1251,Va a Escampar - Acoustic,El Niño de la Hipoteca,Lo Que Hicimos en Youtube Pero Bien Grabao,My Saved Tracks,3:50,0.619,,0.794,0.439,No,0.096,—,23,0.044
1252,La Más Bella - Acoustic,El Niño de la Hipoteca,Lo Que Hicimos en Youtube Pero Bien Grabao,My Saved Tracks,2:50,0.508,,0.591,0.749,No,0.137,—,21,0.106
1253,Intentions (feat. Dan Caplen),Macklemore,GEMINI,My Saved Tracks,3:50,0.274,US,0.808,0.316,No,0.122,"hip hop, conscious hip hop, pop rap, west coast hip hop",48,0.155
1254,Good Old Days (feat. Kesha),Macklemore,GEMINI,My Saved Tracks,4:00,0.446,US,0.712,0.510,No,0.112,"hip hop, conscious hip hop, pop rap, west coast hip hop",73,0.063
1255,Miracle (feat. Dan Caplen),Macklemore,GEMINI,My Saved Tracks,3:44,0.847,US,0.635,0.382,No,0.131,"hip hop, conscious hip hop, pop rap, west coast hip hop",37,0.052
1256,Excavate (feat. Saint Claire),Macklemore,GEMINI,My Saved Tracks,3:56,0.547,US,0.455,0.444,No,0.130,"hip hop, conscious hip hop, pop rap, west coast hip hop",42,0.328
1257,Años Muertos,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,3:46,0.211,ES,0.393,0.801,No,0.312,hip hop,0,0.551
1258,La Culpa de Mi,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,4:00,0.145,ES,0.476,0.807,No,0.073,hip hop,0,0.317
1259,Cara B,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,4:22,0.159,ES,0.763,0.751,No,0.058,hip hop,2,0.267
1260,Twitter,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,3:46,0.235,ES,0.554,0.896,No,0.228,hip hop,0,0.304
1261,Creador,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,3:19,0.282,ES,0.517,0.870,No,0.091,hip hop,0,0.087
1262,Lucifer,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,3:35,0.218,ES,0.623,0.835,No,0.344,hip hop,1,0.271
1263,La Amalgama,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,5:05,0.656,ES,0.519,0.883,No,0.090,hip hop,0,0.363
1264,Siguiendo el Curso,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,4:02,0.223,ES,0.758,0.794,No,0.237,hip hop,0,0.127
1265,Ventanas y Terrazas,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,3:02,0.769,ES,0.442,0.657,No,0.108,hip hop,0,0.415
1266,Agua Pasá,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,2:58,0.423,ES,0.692,0.847,No,0.077,hip hop,3,0.187
1267,El Ornitólogo,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,4:34,0.107,ES,0.759,0.634,No,0.070,hip hop,0,0.115
1268,Etéreo,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,5:33,0.376,ES,0.657,0.615,No,0.171,hip hop,0,0.130
1269,Resistiendo por Ti,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,4:23,0.258,ES,0.497,0.618,No,0.115,hip hop,0,0.762
1270,La Revolución Está en Ti,SFDK,Redención (Versión Exclusiva Spotify),My Saved Tracks,3:25,0.160,ES,0.778,0.712,No,0.091,hip hop,0,0.223
1271,Hold On,Alabama Shakes,Boys & Girls,My Saved Tracks,3:46,0.206,US,0.574,0.667,No,0.085,"blues rock, southern rock, rock, soul",0,0.030
1272,I Found You,Alabama Shakes,Boys & Girls,My Saved Tracks,2:59,0.231,US,0.446,0.760,No,0.122,"blues rock, southern rock, rock, soul",0,0.037
1273,Hang Loose,Alabama Shakes,Boys & Girls,My Saved Tracks,2:24,0.329,US,0.626,0.852,No,0.097,"blues rock, southern rock, rock, soul",0,0.034
1274,Rise to the Sun,Alabama Shakes,Boys & Girls,My Saved Tracks,3:08,0.627,US,0.472,0.823,No,0.092,"blues rock, southern rock, rock, soul",0,0.084
1275,You Ain't Alone,Alabama Shakes,Boys & Girls,My Saved Tracks,4:44,0.789,US,0.434,0.491,No,0.114,"blues rock, southern rock, rock, soul",0,0.034
1276,Goin' to the Party,Alabama Shakes,Boys & Girls,My Saved Tracks,1:45,0.862,US,0.677,0.289,No,0.310,"blues rock, southern rock, rock, soul",0,0.079
1277,Heartbreaker,Alabama Shakes,Boys & Girls,My Saved Tracks,3:47,0.208,US,0.486,0.729,No,0.180,"blues rock, southern rock, rock, soul",0,0.037
1278,Boys & Girls,Alabama Shakes,Boys & Girls,My Saved Tracks,3:25,0.914,US,0.460,0.201,No,0.167,"blues rock, southern rock, rock, soul",0,0.071
1279,Be Mine,Alabama Shakes,Boys & Girls,My Saved Tracks,4:14,0.176,US,0.442,0.791,No,0.121,"blues rock, southern rock, rock, soul",0,0.060
1280,I Ain't the Same,Alabama Shakes,Boys & Girls,My Saved Tracks,2:55,0.220,US,0.452,0.725,No,0.067,"blues rock, southern rock, rock, soul",0,0.043
1281,On Your Way,Alabama Shakes,Boys & Girls,My Saved Tracks,3:05,0.111,US,0.248,0.713,No,0.110,"blues rock, southern rock, rock, soul",0,0.045
1282,Riding with the King,Eric Clapton,Riding with the King,My Saved Tracks,4:24,0.384,GB,0.462,0.796,No,0.296,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.032
1283,Ten Long Years,Eric Clapton,Riding with the King,My Saved Tracks,4:40,0.266,GB,0.678,0.551,No,0.254,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.026
1284,Key to the Highway,Eric Clapton,Riding with the King,My Saved Tracks,3:39,0.328,GB,0.798,0.538,No,0.182,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.036
1285,Marry You,Eric Clapton,Riding with the King,My Saved Tracks,4:59,0.399,GB,0.581,0.806,No,0.076,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.044
1286,Three O'Clock Blues,Eric Clapton,Riding with the King,My Saved Tracks,8:36,0.629,GB,0.606,0.568,No,0.116,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.042
1287,Help the Poor,Eric Clapton,Riding with the King,My Saved Tracks,5:06,0.585,GB,0.828,0.605,No,0.247,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.031
1288,I Wanna Be,Eric Clapton,Riding with the King,My Saved Tracks,4:45,0.015,GB,0.614,0.900,No,0.333,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.041
1289,Worried Life Blues,Eric Clapton,Riding with the King,My Saved Tracks,4:25,0.509,GB,0.769,0.344,No,0.157,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.034
1290,Days of Old,Eric Clapton,Riding with the King,My Saved Tracks,3:00,0.221,GB,0.512,0.902,No,0.114,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.040
1291,When My Heart Beats Like a Hammer,Eric Clapton,Riding with the King,My Saved Tracks,7:09,0.482,GB,0.610,0.543,No,0.156,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.030
1292,Hold on I'm Coming,Eric Clapton,Riding with the King,My Saved Tracks,6:18,0.076,GB,0.470,0.904,No,0.248,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.049
1293,Come Rain or Come Shine,Eric Clapton,Riding with the King,My Saved Tracks,4:11,0.523,GB,0.374,0.396,No,0.116,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.048
1294,Royal Garden Blues,Louis Armstrong,The Nightclubs,My Saved Tracks,4:22,0.785,US,0.645,0.508,No,0.754,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.085
1295,My Monday Date,Louis Armstrong,The Nightclubs,My Saved Tracks,5:48,0.900,US,0.650,0.433,No,0.571,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.097
1296,West End Blues,Louis Armstrong,The Nightclubs,My Saved Tracks,4:30,0.979,US,0.486,0.512,No,0.492,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.093
1297,Billie Holiday Introduction,Louis Armstrong,The Nightclubs,My Saved Tracks,0:41,0.989,US,0.602,0.677,No,0.914,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.674
1298,You're Just in Love,Louis Armstrong,The Nightclubs,My Saved Tracks,3:28,0.971,US,0.412,0.631,No,0.779,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.188
1299,New Orleans Function,Louis Armstrong,The Nightclubs,My Saved Tracks,6:38,0.760,US,0.415,0.563,No,0.619,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.152
1300,Muskrat Ramble,Louis Armstrong,The Nightclubs,My Saved Tracks,5:46,0.721,US,0.487,0.596,No,0.346,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.068
1301,Pretty Miss Missy,Louis Armstrong,The Nightclubs,My Saved Tracks,3:17,0.860,US,0.581,0.503,No,0.761,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.185
1302,Ko Ko Mo,Louis Armstrong,The Nightclubs,My Saved Tracks,1:58,0.781,US,0.538,0.500,No,0.860,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.344
1303,Struttin’ with Some Barbecue,Louis Armstrong,The Nightclubs,My Saved Tracks,5:54,0.655,US,0.635,0.464,No,0.863,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.236
1304,Lazy River,Louis Armstrong,The Nightclubs,My Saved Tracks,4:15,0.724,US,0.492,0.292,No,0.701,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.323
1305,That's My Desire,Louis Armstrong,The Nightclubs,My Saved Tracks,4:06,0.821,US,0.536,0.302,No,0.707,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.328
1306,Someday You’ll Be Sorry,Louis Armstrong,The Nightclubs,My Saved Tracks,4:16,0.447,US,0.530,0.367,No,0.670,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.371
1307,Tin Roof Blues / When the Saints Come Marching In,Louis Armstrong,The Nightclubs,My Saved Tracks,5:03,0.234,US,0.473,0.509,No,0.926,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.250
1308,When It's Sleepy Time Down South,Louis Armstrong,The Nightclubs,My Saved Tracks,1:10,0.876,US,0.529,0.432,No,0.469,"jazz, dixieland, swing, vocal jazz, traditional pop, gospel, easy listening, pop",0,0.080
1309,Lost Cause,Black Pistol Fire,Deadbeat Graffiti,My Saved Tracks,3:32,0.003,US,0.322,0.866,No,0.115,"indie rock, blues rock",0,0.067
1310,Bully,Black Pistol Fire,Deadbeat Graffiti,My Saved Tracks,3:46,0.122,US,0.307,0.601,No,0.101,"indie rock, blues rock",0,0.043
1311,Last Ride,Black Pistol Fire,Deadbeat Graffiti,My Saved Tracks,3:36,0.079,US,0.440,0.757,No,0.131,"indie rock, blues rock",0,0.050
1312,Speak of the Devil,Black Pistol Fire,Deadbeat Graffiti,My Saved Tracks,4:59,0.009,US,0.481,0.611,No,0.090,"indie rock, blues rock",0,0.038
1313,Don't Ask Why,Black Pistol Fire,Deadbeat Graffiti,My Saved Tracks,2:57,0.010,US,0.246,0.895,No,0.219,"indie rock, blues rock",0,0.208
